corrida_id_corrida,circuito_id_circuito,ano_corrida,rodada_corrida,nome_corrida,data_corrida,circuito_ref_circuito,nome_circuito,localizacao_circuito,pais_circuito,latitude_circuito,longitude_circuito,altitude_circuito
565,6,1976,6,Monaco Grand Prix,05/30/1976,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
566,47,1976,7,Swedish Grand Prix,06/13/1976,anderstorp,Scandinavian Raceway,Anderstorp,Sweden,572653.0,136042.0,153.0
567,34,1976,8,French Grand Prix,07/04/1976,ricard,Circuit Paul Ricard,Le Castellet,France,432506.0,579167.0,432.0
568,38,1976,9,British Grand Prix,07/18/1976,brands_hatch,Brands Hatch,Kent,UK,513569.0,0.263056,145.0
569,20,1976,10,German Grand Prix,08/01/1976,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
570,70,1976,11,Austrian Grand Prix,08/15/1976,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
571,39,1976,12,Dutch Grand Prix,08/29/1976,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
572,14,1976,13,Italian Grand Prix,09/12/1976,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
573,48,1976,14,Canadian Grand Prix,10/03/1976,mosport,Mosport International Raceway,Ontario,Canada,440481.0,-786756.0,332.0
574,46,1976,15,United States Grand Prix,10/10/1976,watkins_glen,Watkins Glen,New York State,USA,423369.0,-769272.0,485.0
575,16,1976,16,Japanese Grand Prix,10/24/1976,fuji,Fuji Speedway,Oyama,Japan,353717.0,138927.0,583.0
576,25,1975,1,Argentine Grand Prix,01/12/1975,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-346943.0,-584593.0,8.0
577,18,1975,2,Brazilian Grand Prix,01/26/1975,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
578,30,1975,3,South African Grand Prix,03/01/1975,kyalami,Kyalami,Midrand,South Africa,-259894.0,280767.0,1460.0
579,49,1975,4,Spanish Grand Prix,04/27/1975,montjuic,Montjuïc,Barcelona,Spain,413664.0,215167.0,79.0
580,6,1975,5,Monaco Grand Prix,05/11/1975,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
581,40,1975,6,Belgian Grand Prix,05/25/1975,zolder,Zolder,Heusden-Zolder,Belgium,509894.0,525694.0,36.0
582,47,1975,7,Swedish Grand Prix,06/08/1975,anderstorp,Scandinavian Raceway,Anderstorp,Sweden,572653.0,136042.0,153.0
583,39,1975,8,Dutch Grand Prix,06/22/1975,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
584,34,1975,9,French Grand Prix,07/06/1975,ricard,Circuit Paul Ricard,Le Castellet,France,432506.0,579167.0,432.0
585,9,1975,10,British Grand Prix,07/19/1975,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
586,20,1975,11,German Grand Prix,08/03/1975,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
587,70,1975,12,Austrian Grand Prix,08/17/1975,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
588,14,1975,13,Italian Grand Prix,09/07/1975,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
589,46,1975,14,United States Grand Prix,10/05/1975,watkins_glen,Watkins Glen,New York State,USA,423369.0,-769272.0,485.0
590,25,1974,1,Argentine Grand Prix,01/13/1974,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-346943.0,-584593.0,8.0
591,18,1974,2,Brazilian Grand Prix,01/27/1974,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
592,30,1974,3,South African Grand Prix,03/30/1974,kyalami,Kyalami,Midrand,South Africa,-259894.0,280767.0,1460.0
593,45,1974,4,Spanish Grand Prix,04/28/1974,jarama,Jarama,Madrid,Spain,406171.0,-358558.0,609.0
594,50,1974,5,Belgian Grand Prix,05/12/1974,nivelles,Nivelles-Baulers,Brussels,Belgium,506211.0,432694.0,139.0
595,6,1974,6,Monaco Grand Prix,05/26/1974,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
596,47,1974,7,Swedish Grand Prix,06/09/1974,anderstorp,Scandinavian Raceway,Anderstorp,Sweden,572653.0,136042.0,153.0
597,39,1974,8,Dutch Grand Prix,06/23/1974,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
598,41,1974,9,French Grand Prix,07/07/1974,dijon,Dijon-Prenois,Dijon,France,473625.0,489913.0,484.0
599,38,1974,10,British Grand Prix,07/20/1974,brands_hatch,Brands Hatch,Kent,UK,513569.0,0.263056,145.0
600,20,1974,11,German Grand Prix,08/04/1974,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
601,70,1974,12,Austrian Grand Prix,08/18/1974,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
602,14,1974,13,Italian Grand Prix,09/08/1974,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
603,48,1974,14,Canadian Grand Prix,09/22/1974,mosport,Mosport International Raceway,Ontario,Canada,440481.0,-786756.0,332.0
604,46,1974,15,United States Grand Prix,10/06/1974,watkins_glen,Watkins Glen,New York State,USA,423369.0,-769272.0,485.0
605,25,1973,1,Argentine Grand Prix,01/28/1973,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-346943.0,-584593.0,8.0
606,18,1973,2,Brazilian Grand Prix,02/11/1973,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
607,30,1973,3,South African Grand Prix,03/03/1973,kyalami,Kyalami,Midrand,South Africa,-259894.0,280767.0,1460.0
608,49,1973,4,Spanish Grand Prix,04/29/1973,montjuic,Montjuïc,Barcelona,Spain,413664.0,215167.0,79.0
609,40,1973,5,Belgian Grand Prix,05/20/1973,zolder,Zolder,Heusden-Zolder,Belgium,509894.0,525694.0,36.0
610,6,1973,6,Monaco Grand Prix,06/03/1973,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
611,47,1973,7,Swedish Grand Prix,06/17/1973,anderstorp,Scandinavian Raceway,Anderstorp,Sweden,572653.0,136042.0,153.0
612,34,1973,8,French Grand Prix,07/01/1973,ricard,Circuit Paul Ricard,Le Castellet,France,432506.0,579167.0,432.0
613,9,1973,9,British Grand Prix,07/14/1973,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
614,39,1973,10,Dutch Grand Prix,07/29/1973,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
615,20,1973,11,German Grand Prix,08/05/1973,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
616,70,1973,12,Austrian Grand Prix,08/19/1973,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
617,14,1973,13,Italian Grand Prix,09/09/1973,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
618,48,1973,14,Canadian Grand Prix,09/23/1973,mosport,Mosport International Raceway,Ontario,Canada,440481.0,-786756.0,332.0
619,46,1973,15,United States Grand Prix,10/07/1973,watkins_glen,Watkins Glen,New York State,USA,423369.0,-769272.0,485.0
620,25,1972,1,Argentine Grand Prix,01/23/1972,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-346943.0,-584593.0,8.0
621,30,1972,2,South African Grand Prix,03/04/1972,kyalami,Kyalami,Midrand,South Africa,-259894.0,280767.0,1460.0
622,45,1972,3,Spanish Grand Prix,05/01/1972,jarama,Jarama,Madrid,Spain,406171.0,-358558.0,609.0
623,6,1972,4,Monaco Grand Prix,05/14/1972,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
624,50,1972,5,Belgian Grand Prix,06/04/1972,nivelles,Nivelles-Baulers,Brussels,Belgium,506211.0,432694.0,139.0
625,51,1972,6,French Grand Prix,07/02/1972,charade,Charade Circuit,Clermont-Ferrand,France,457472.0,303889.0,790.0
626,38,1972,7,British Grand Prix,07/15/1972,brands_hatch,Brands Hatch,Kent,UK,513569.0,0.263056,145.0
627,20,1972,8,German Grand Prix,07/30/1972,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
628,70,1972,9,Austrian Grand Prix,08/13/1972,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
629,14,1972,10,Italian Grand Prix,09/10/1972,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
630,48,1972,11,Canadian Grand Prix,09/24/1972,mosport,Mosport International Raceway,Ontario,Canada,440481.0,-786756.0,332.0
631,46,1972,12,United States Grand Prix,10/08/1972,watkins_glen,Watkins Glen,New York State,USA,423369.0,-769272.0,485.0
632,30,1971,1,South African Grand Prix,03/06/1971,kyalami,Kyalami,Midrand,South Africa,-259894.0,280767.0,1460.0
633,49,1971,2,Spanish Grand Prix,04/18/1971,montjuic,Montjuïc,Barcelona,Spain,413664.0,215167.0,79.0
634,6,1971,3,Monaco Grand Prix,05/23/1971,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
635,39,1971,4,Dutch Grand Prix,06/20/1971,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
636,34,1971,5,French Grand Prix,07/04/1971,ricard,Circuit Paul Ricard,Le Castellet,France,432506.0,579167.0,432.0
637,9,1971,6,British Grand Prix,07/17/1971,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
638,20,1971,7,German Grand Prix,08/01/1971,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
639,70,1971,8,Austrian Grand Prix,08/15/1971,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
640,14,1971,9,Italian Grand Prix,09/05/1971,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
641,48,1971,10,Canadian Grand Prix,09/19/1971,mosport,Mosport International Raceway,Ontario,Canada,440481.0,-786756.0,332.0
642,46,1971,11,United States Grand Prix,10/03/1971,watkins_glen,Watkins Glen,New York State,USA,423369.0,-769272.0,485.0
643,30,1970,1,South African Grand Prix,03/07/1970,kyalami,Kyalami,Midrand,South Africa,-259894.0,280767.0,1460.0
644,45,1970,2,Spanish Grand Prix,04/19/1970,jarama,Jarama,Madrid,Spain,406171.0,-358558.0,609.0
645,6,1970,3,Monaco Grand Prix,05/10/1970,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
646,13,1970,4,Belgian Grand Prix,06/07/1970,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
647,39,1970,5,Dutch Grand Prix,06/21/1970,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
648,51,1970,6,French Grand Prix,07/05/1970,charade,Charade Circuit,Clermont-Ferrand,France,457472.0,303889.0,790.0
649,38,1970,7,British Grand Prix,07/18/1970,brands_hatch,Brands Hatch,Kent,UK,513569.0,0.263056,145.0
650,10,1970,8,German Grand Prix,08/02/1970,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
651,70,1970,9,Austrian Grand Prix,08/16/1970,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
652,14,1970,10,Italian Grand Prix,09/06/1970,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
653,52,1970,11,Canadian Grand Prix,09/20/1970,tremblant,Circuit Mont-Tremblant,Quebec,Canada,461877.0,-746099.0,214.0
654,46,1970,12,United States Grand Prix,10/04/1970,watkins_glen,Watkins Glen,New York State,USA,423369.0,-769272.0,485.0
655,32,1970,13,Mexican Grand Prix,10/25/1970,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,194042.0,-990907.0,2227.0
656,30,1969,1,South African Grand Prix,03/01/1969,kyalami,Kyalami,Midrand,South Africa,-259894.0,280767.0,1460.0
657,49,1969,2,Spanish Grand Prix,05/04/1969,montjuic,Montjuïc,Barcelona,Spain,413664.0,215167.0,79.0
658,6,1969,3,Monaco Grand Prix,05/18/1969,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
659,39,1969,4,Dutch Grand Prix,06/21/1969,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
660,51,1969,5,French Grand Prix,07/06/1969,charade,Charade Circuit,Clermont-Ferrand,France,457472.0,303889.0,790.0
661,9,1969,6,British Grand Prix,07/19/1969,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
662,20,1969,7,German Grand Prix,08/03/1969,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
663,14,1969,8,Italian Grand Prix,09/07/1969,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
664,48,1969,9,Canadian Grand Prix,09/20/1969,mosport,Mosport International Raceway,Ontario,Canada,440481.0,-786756.0,332.0
665,46,1969,10,United States Grand Prix,10/05/1969,watkins_glen,Watkins Glen,New York State,USA,423369.0,-769272.0,485.0
666,32,1969,11,Mexican Grand Prix,10/19/1969,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,194042.0,-990907.0,2227.0
667,30,1968,1,South African Grand Prix,01/01/1968,kyalami,Kyalami,Midrand,South Africa,-259894.0,280767.0,1460.0
668,45,1968,2,Spanish Grand Prix,05/12/1968,jarama,Jarama,Madrid,Spain,406171.0,-358558.0,609.0
669,6,1968,3,Monaco Grand Prix,05/26/1968,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
670,13,1968,4,Belgian Grand Prix,06/09/1968,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
671,39,1968,5,Dutch Grand Prix,06/23/1968,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
672,53,1968,6,French Grand Prix,07/07/1968,essarts,Rouen-Les-Essarts,Rouen,France,493306.0,100458.0,81.0
673,38,1968,7,British Grand Prix,07/20/1968,brands_hatch,Brands Hatch,Kent,UK,513569.0,0.263056,145.0
674,20,1968,8,German Grand Prix,08/04/1968,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
675,14,1968,9,Italian Grand Prix,09/08/1968,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
676,52,1968,10,Canadian Grand Prix,09/22/1968,tremblant,Circuit Mont-Tremblant,Quebec,Canada,461877.0,-746099.0,214.0
677,46,1968,11,United States Grand Prix,10/06/1968,watkins_glen,Watkins Glen,New York State,USA,423369.0,-769272.0,485.0
678,32,1968,12,Mexican Grand Prix,11/03/1968,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,194042.0,-990907.0,2227.0
679,30,1967,1,South African Grand Prix,01/02/1967,kyalami,Kyalami,Midrand,South Africa,-259894.0,280767.0,1460.0
680,6,1967,2,Monaco Grand Prix,05/07/1967,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
681,39,1967,3,Dutch Grand Prix,06/04/1967,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
682,13,1967,4,Belgian Grand Prix,06/18/1967,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
683,54,1967,5,French Grand Prix,07/02/1967,lemans,Le Mans,Le Mans,France,47.95,0.224231,67.0
684,9,1967,6,British Grand Prix,07/15/1967,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
685,20,1967,7,German Grand Prix,08/06/1967,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
686,48,1967,8,Canadian Grand Prix,08/27/1967,mosport,Mosport International Raceway,Ontario,Canada,440481.0,-786756.0,332.0
687,14,1967,9,Italian Grand Prix,09/10/1967,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
688,46,1967,10,United States Grand Prix,10/01/1967,watkins_glen,Watkins Glen,New York State,USA,423369.0,-769272.0,485.0
689,32,1967,11,Mexican Grand Prix,10/22/1967,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,194042.0,-990907.0,2227.0
690,6,1966,1,Monaco Grand Prix,05/22/1966,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
691,13,1966,2,Belgian Grand Prix,06/12/1966,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
692,55,1966,3,French Grand Prix,07/03/1966,reims,Reims-Gueux,Reims,France,492542.0,393083.0,88.0
693,38,1966,4,British Grand Prix,07/16/1966,brands_hatch,Brands Hatch,Kent,UK,513569.0,0.263056,145.0
694,39,1966,5,Dutch Grand Prix,07/24/1966,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
695,20,1966,6,German Grand Prix,08/07/1966,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
696,14,1966,7,Italian Grand Prix,09/04/1966,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
697,46,1966,8,United States Grand Prix,10/02/1966,watkins_glen,Watkins Glen,New York State,USA,423369.0,-769272.0,485.0
698,32,1966,9,Mexican Grand Prix,10/23/1966,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,194042.0,-990907.0,2227.0
699,56,1965,1,South African Grand Prix,01/01/1965,george,Prince George Circuit,Eastern Cape Province,South Africa,-330486.0,278736.0,15.0
700,6,1965,2,Monaco Grand Prix,05/30/1965,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
701,13,1965,3,Belgian Grand Prix,06/13/1965,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
702,51,1965,4,French Grand Prix,06/27/1965,charade,Charade Circuit,Clermont-Ferrand,France,457472.0,303889.0,790.0
703,9,1965,5,British Grand Prix,07/10/1965,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
704,39,1965,6,Dutch Grand Prix,07/18/1965,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
705,20,1965,7,German Grand Prix,08/01/1965,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
706,14,1965,8,Italian Grand Prix,09/12/1965,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
707,46,1965,9,United States Grand Prix,10/03/1965,watkins_glen,Watkins Glen,New York State,USA,423369.0,-769272.0,485.0
708,32,1965,10,Mexican Grand Prix,10/24/1965,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,194042.0,-990907.0,2227.0
709,6,1964,1,Monaco Grand Prix,05/10/1964,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
710,39,1964,2,Dutch Grand Prix,05/24/1964,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
711,13,1964,3,Belgian Grand Prix,06/14/1964,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
712,53,1964,4,French Grand Prix,06/28/1964,essarts,Rouen-Les-Essarts,Rouen,France,493306.0,100458.0,81.0
713,38,1964,5,British Grand Prix,07/11/1964,brands_hatch,Brands Hatch,Kent,UK,513569.0,0.263056,145.0
714,20,1964,6,German Grand Prix,08/02/1964,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
715,57,1964,7,Austrian Grand Prix,08/23/1964,zeltweg,Zeltweg,Styria,Austria,472039.0,147478.0,676.0
716,14,1964,8,Italian Grand Prix,09/06/1964,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
717,46,1964,9,United States Grand Prix,10/04/1964,watkins_glen,Watkins Glen,New York State,USA,423369.0,-769272.0,485.0
718,32,1964,10,Mexican Grand Prix,10/25/1964,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,194042.0,-990907.0,2227.0
719,6,1963,1,Monaco Grand Prix,05/26/1963,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
720,13,1963,2,Belgian Grand Prix,06/09/1963,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
721,39,1963,3,Dutch Grand Prix,06/23/1963,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
722,55,1963,4,French Grand Prix,06/30/1963,reims,Reims-Gueux,Reims,France,492542.0,393083.0,88.0
723,9,1963,5,British Grand Prix,07/20/1963,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
724,20,1963,6,German Grand Prix,08/04/1963,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
725,14,1963,7,Italian Grand Prix,09/08/1963,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
726,46,1963,8,United States Grand Prix,10/06/1963,watkins_glen,Watkins Glen,New York State,USA,423369.0,-769272.0,485.0
727,32,1963,9,Mexican Grand Prix,10/27/1963,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,194042.0,-990907.0,2227.0
728,56,1963,10,South African Grand Prix,12/28/1963,george,Prince George Circuit,Eastern Cape Province,South Africa,-330486.0,278736.0,15.0
729,39,1962,1,Dutch Grand Prix,05/20/1962,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
730,6,1962,2,Monaco Grand Prix,06/03/1962,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
731,13,1962,3,Belgian Grand Prix,06/17/1962,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
732,53,1962,4,French Grand Prix,07/08/1962,essarts,Rouen-Les-Essarts,Rouen,France,493306.0,100458.0,81.0
733,58,1962,5,British Grand Prix,07/21/1962,aintree,Aintree,Liverpool,UK,534769.0,-294056.0,20.0
734,20,1962,6,German Grand Prix,08/05/1962,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
735,14,1962,7,Italian Grand Prix,09/16/1962,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
736,46,1962,8,United States Grand Prix,10/07/1962,watkins_glen,Watkins Glen,New York State,USA,423369.0,-769272.0,485.0
737,56,1962,9,South African Grand Prix,12/29/1962,george,Prince George Circuit,Eastern Cape Province,South Africa,-330486.0,278736.0,15.0
738,6,1961,1,Monaco Grand Prix,05/14/1961,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
739,39,1961,2,Dutch Grand Prix,05/22/1961,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
740,13,1961,3,Belgian Grand Prix,06/18/1961,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
741,55,1961,4,French Grand Prix,07/02/1961,reims,Reims-Gueux,Reims,France,492542.0,393083.0,88.0
742,58,1961,5,British Grand Prix,07/15/1961,aintree,Aintree,Liverpool,UK,534769.0,-294056.0,20.0
743,20,1961,6,German Grand Prix,08/06/1961,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
744,14,1961,7,Italian Grand Prix,09/10/1961,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
745,46,1961,8,United States Grand Prix,10/08/1961,watkins_glen,Watkins Glen,New York State,USA,423369.0,-769272.0,485.0
746,25,1960,1,Argentine Grand Prix,02/07/1960,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-346943.0,-584593.0,8.0
747,6,1960,2,Monaco Grand Prix,05/29/1960,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
748,19,1960,3,Indianapolis 500,05/30/1960,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39795.0,-862347.0,223.0
749,39,1960,4,Dutch Grand Prix,06/06/1960,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
750,13,1960,5,Belgian Grand Prix,06/19/1960,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
751,55,1960,6,French Grand Prix,07/03/1960,reims,Reims-Gueux,Reims,France,492542.0,393083.0,88.0
752,9,1960,7,British Grand Prix,07/16/1960,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
753,59,1960,8,Portuguese Grand Prix,08/14/1960,boavista,Circuito da Boavista,Oporto,Portugal,411705.0,-867325.0,28.0
754,14,1960,9,Italian Grand Prix,09/04/1960,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
755,60,1960,10,United States Grand Prix,11/20/1960,riverside,Riverside International Raceway,California,USA,33937.0,-117273.0,470.0
756,6,1959,1,Monaco Grand Prix,05/10/1959,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
757,19,1959,2,Indianapolis 500,05/30/1959,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39795.0,-862347.0,223.0
758,39,1959,3,Dutch Grand Prix,05/31/1959,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
759,55,1959,4,French Grand Prix,07/05/1959,reims,Reims-Gueux,Reims,France,492542.0,393083.0,88.0
760,58,1959,5,British Grand Prix,07/18/1959,aintree,Aintree,Liverpool,UK,534769.0,-294056.0,20.0
761,61,1959,6,German Grand Prix,08/02/1959,avus,AVUS,Berlin,Germany,524806.0,132514.0,53.0
762,62,1959,7,Portuguese Grand Prix,08/23/1959,monsanto,Monsanto Park Circuit,Lisbon,Portugal,387197.0,-920306.0,158.0
763,14,1959,8,Italian Grand Prix,09/13/1959,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
764,63,1959,9,United States Grand Prix,12/12/1959,sebring,Sebring International Raceway,Florida,USA,274547.0,-813483.0,18.0
765,25,1958,1,Argentine Grand Prix,01/19/1958,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-346943.0,-584593.0,8.0
766,6,1958,2,Monaco Grand Prix,05/18/1958,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
767,39,1958,3,Dutch Grand Prix,05/26/1958,zandvoort,Circuit Park Zandvoort,Zandvoort,Netherlands,523888.0,454092.0,6.0
768,19,1958,4,Indianapolis 500,05/30/1958,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39795.0,-862347.0,223.0
769,13,1958,5,Belgian Grand Prix,06/15/1958,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
770,55,1958,6,French Grand Prix,07/06/1958,reims,Reims-Gueux,Reims,France,492542.0,393083.0,88.0
771,9,1958,7,British Grand Prix,07/19/1958,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
772,20,1958,8,German Grand Prix,08/03/1958,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
773,59,1958,9,Portuguese Grand Prix,08/24/1958,boavista,Circuito da Boavista,Oporto,Portugal,411705.0,-867325.0,28.0
774,14,1958,10,Italian Grand Prix,09/07/1958,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
