corrida_id_corrida,circuito_id_circuito,ano_corrida,rodada_corrida,nome_corrida,data_corrida,circuito_ref_circuito,nome_circuito,localizacao_circuito,pais_circuito,latitude_circuito,longitude_circuito,altitude_circuito
1,1,2009,1,Australian Grand Prix,03/29/2009,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-378497.0,144968.0,10.0
2,2,2009,2,Malaysian Grand Prix,04/05/2009,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,276083.0,101738.0,18.0
3,17,2009,3,Chinese Grand Prix,04/19/2009,shanghai,Shanghai International Circuit,Shanghai,China,313389.0,121.22,5.0
4,3,2009,4,Bahrain Grand Prix,04/26/2009,bahrain,Bahrain International Circuit,Sakhir,Bahrain,260325.0,505106.0,7.0
5,4,2009,5,Spanish Grand Prix,05/10/2009,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
6,6,2009,6,Monaco Grand Prix,05/24/2009,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
7,5,2009,7,Turkish Grand Prix,06/07/2009,istanbul,Istanbul Park,Istanbul,Turkey,409517.0,29405.0,130.0
8,9,2009,8,British Grand Prix,06/21/2009,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
9,20,2009,9,German Grand Prix,07/12/2009,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
10,11,2009,10,Hungarian Grand Prix,07/26/2009,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
11,12,2009,11,European Grand Prix,08/23/2009,valencia,Valencia Street Circuit,Valencia,Spain,394589.0,-0.331667,4.0
12,13,2009,12,Belgian Grand Prix,08/30/2009,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
13,14,2009,13,Italian Grand Prix,09/13/2009,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
14,15,2009,14,Singapore Grand Prix,09/27/2009,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,12914.0,103864.0,18.0
15,22,2009,15,Japanese Grand Prix,10/04/2009,suzuka,Suzuka Circuit,Suzuka,Japan,348431.0,136541.0,45.0
16,18,2009,16,Brazilian Grand Prix,10/18/2009,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
17,24,2009,17,Abu Dhabi Grand Prix,11/01/2009,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,244672.0,546031.0,3.0
18,1,2008,1,Australian Grand Prix,03/16/2008,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-378497.0,144968.0,10.0
19,2,2008,2,Malaysian Grand Prix,03/23/2008,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,276083.0,101738.0,18.0
20,3,2008,3,Bahrain Grand Prix,04/06/2008,bahrain,Bahrain International Circuit,Sakhir,Bahrain,260325.0,505106.0,7.0
21,4,2008,4,Spanish Grand Prix,04/27/2008,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
22,5,2008,5,Turkish Grand Prix,05/11/2008,istanbul,Istanbul Park,Istanbul,Turkey,409517.0,29405.0,130.0
23,6,2008,6,Monaco Grand Prix,05/25/2008,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
24,7,2008,7,Canadian Grand Prix,06/08/2008,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
25,8,2008,8,French Grand Prix,06/22/2008,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,468642.0,316361.0,228.0
26,9,2008,9,British Grand Prix,07/06/2008,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
27,10,2008,10,German Grand Prix,07/20/2008,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
28,11,2008,11,Hungarian Grand Prix,08/03/2008,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
29,12,2008,12,European Grand Prix,08/24/2008,valencia,Valencia Street Circuit,Valencia,Spain,394589.0,-0.331667,4.0
30,13,2008,13,Belgian Grand Prix,09/07/2008,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
31,14,2008,14,Italian Grand Prix,09/14/2008,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
32,15,2008,15,Singapore Grand Prix,09/28/2008,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,12914.0,103864.0,18.0
33,16,2008,16,Japanese Grand Prix,10/12/2008,fuji,Fuji Speedway,Oyama,Japan,353717.0,138927.0,583.0
34,17,2008,17,Chinese Grand Prix,10/19/2008,shanghai,Shanghai International Circuit,Shanghai,China,313389.0,121.22,5.0
35,18,2008,18,Brazilian Grand Prix,11/02/2008,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
36,1,2007,1,Australian Grand Prix,03/18/2007,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-378497.0,144968.0,10.0
37,2,2007,2,Malaysian Grand Prix,04/08/2007,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,276083.0,101738.0,18.0
38,3,2007,3,Bahrain Grand Prix,04/15/2007,bahrain,Bahrain International Circuit,Sakhir,Bahrain,260325.0,505106.0,7.0
39,4,2007,4,Spanish Grand Prix,05/13/2007,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
40,6,2007,5,Monaco Grand Prix,05/27/2007,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
41,7,2007,6,Canadian Grand Prix,06/10/2007,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
42,19,2007,7,United States Grand Prix,06/17/2007,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39795.0,-862347.0,223.0
43,8,2007,8,French Grand Prix,07/01/2007,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,468642.0,316361.0,228.0
44,9,2007,9,British Grand Prix,07/08/2007,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
45,20,2007,10,European Grand Prix,07/22/2007,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
46,11,2007,11,Hungarian Grand Prix,08/05/2007,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
47,5,2007,12,Turkish Grand Prix,08/26/2007,istanbul,Istanbul Park,Istanbul,Turkey,409517.0,29405.0,130.0
48,14,2007,13,Italian Grand Prix,09/09/2007,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
49,13,2007,14,Belgian Grand Prix,09/16/2007,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
50,16,2007,15,Japanese Grand Prix,09/30/2007,fuji,Fuji Speedway,Oyama,Japan,353717.0,138927.0,583.0
51,17,2007,16,Chinese Grand Prix,10/07/2007,shanghai,Shanghai International Circuit,Shanghai,China,313389.0,121.22,5.0
52,18,2007,17,Brazilian Grand Prix,10/21/2007,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
53,3,2006,1,Bahrain Grand Prix,03/12/2006,bahrain,Bahrain International Circuit,Sakhir,Bahrain,260325.0,505106.0,7.0
54,2,2006,2,Malaysian Grand Prix,03/19/2006,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,276083.0,101738.0,18.0
55,1,2006,3,Australian Grand Prix,04/02/2006,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-378497.0,144968.0,10.0
56,21,2006,4,San Marino Grand Prix,04/23/2006,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,443439.0,117167.0,37.0
57,20,2006,5,European Grand Prix,05/07/2006,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
58,4,2006,6,Spanish Grand Prix,05/14/2006,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
59,6,2006,7,Monaco Grand Prix,05/28/2006,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
60,9,2006,8,British Grand Prix,06/11/2006,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
61,7,2006,9,Canadian Grand Prix,06/25/2006,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
62,19,2006,10,United States Grand Prix,07/02/2006,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39795.0,-862347.0,223.0
63,8,2006,11,French Grand Prix,07/16/2006,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,468642.0,316361.0,228.0
64,10,2006,12,German Grand Prix,07/30/2006,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
65,11,2006,13,Hungarian Grand Prix,08/06/2006,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
66,5,2006,14,Turkish Grand Prix,08/27/2006,istanbul,Istanbul Park,Istanbul,Turkey,409517.0,29405.0,130.0
67,14,2006,15,Italian Grand Prix,09/10/2006,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
68,17,2006,16,Chinese Grand Prix,10/01/2006,shanghai,Shanghai International Circuit,Shanghai,China,313389.0,121.22,5.0
69,22,2006,17,Japanese Grand Prix,10/08/2006,suzuka,Suzuka Circuit,Suzuka,Japan,348431.0,136541.0,45.0
70,18,2006,18,Brazilian Grand Prix,10/22/2006,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
71,1,2005,1,Australian Grand Prix,03/06/2005,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-378497.0,144968.0,10.0
72,2,2005,2,Malaysian Grand Prix,03/20/2005,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,276083.0,101738.0,18.0
73,3,2005,3,Bahrain Grand Prix,04/03/2005,bahrain,Bahrain International Circuit,Sakhir,Bahrain,260325.0,505106.0,7.0
74,21,2005,4,San Marino Grand Prix,04/24/2005,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,443439.0,117167.0,37.0
75,4,2005,5,Spanish Grand Prix,05/08/2005,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
76,6,2005,6,Monaco Grand Prix,05/22/2005,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
77,20,2005,7,European Grand Prix,05/29/2005,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
78,7,2005,8,Canadian Grand Prix,06/12/2005,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
79,19,2005,9,United States Grand Prix,06/19/2005,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39795.0,-862347.0,223.0
80,8,2005,10,French Grand Prix,07/03/2005,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,468642.0,316361.0,228.0
81,9,2005,11,British Grand Prix,07/10/2005,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
82,10,2005,12,German Grand Prix,07/24/2005,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
83,11,2005,13,Hungarian Grand Prix,07/31/2005,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
84,5,2005,14,Turkish Grand Prix,08/21/2005,istanbul,Istanbul Park,Istanbul,Turkey,409517.0,29405.0,130.0
85,14,2005,15,Italian Grand Prix,09/04/2005,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
86,13,2005,16,Belgian Grand Prix,09/11/2005,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
87,18,2005,17,Brazilian Grand Prix,09/25/2005,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
88,22,2005,18,Japanese Grand Prix,10/09/2005,suzuka,Suzuka Circuit,Suzuka,Japan,348431.0,136541.0,45.0
89,17,2005,19,Chinese Grand Prix,10/16/2005,shanghai,Shanghai International Circuit,Shanghai,China,313389.0,121.22,5.0
90,1,2004,1,Australian Grand Prix,03/07/2004,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-378497.0,144968.0,10.0
91,2,2004,2,Malaysian Grand Prix,03/21/2004,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,276083.0,101738.0,18.0
92,3,2004,3,Bahrain Grand Prix,04/04/2004,bahrain,Bahrain International Circuit,Sakhir,Bahrain,260325.0,505106.0,7.0
93,21,2004,4,San Marino Grand Prix,04/25/2004,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,443439.0,117167.0,37.0
94,4,2004,5,Spanish Grand Prix,05/09/2004,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
95,6,2004,6,Monaco Grand Prix,05/23/2004,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
96,20,2004,7,European Grand Prix,05/30/2004,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
97,7,2004,8,Canadian Grand Prix,06/13/2004,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
98,19,2004,9,United States Grand Prix,06/20/2004,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39795.0,-862347.0,223.0
99,8,2004,10,French Grand Prix,07/04/2004,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,468642.0,316361.0,228.0
100,9,2004,11,British Grand Prix,07/11/2004,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
101,10,2004,12,German Grand Prix,07/25/2004,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
102,11,2004,13,Hungarian Grand Prix,08/15/2004,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
103,13,2004,14,Belgian Grand Prix,08/29/2004,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
104,14,2004,15,Italian Grand Prix,09/12/2004,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
105,17,2004,16,Chinese Grand Prix,09/26/2004,shanghai,Shanghai International Circuit,Shanghai,China,313389.0,121.22,5.0
106,22,2004,17,Japanese Grand Prix,10/10/2004,suzuka,Suzuka Circuit,Suzuka,Japan,348431.0,136541.0,45.0
107,18,2004,18,Brazilian Grand Prix,10/24/2004,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
108,1,2003,1,Australian Grand Prix,03/09/2003,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-378497.0,144968.0,10.0
109,2,2003,2,Malaysian Grand Prix,03/23/2003,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,276083.0,101738.0,18.0
110,18,2003,3,Brazilian Grand Prix,04/06/2003,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
111,21,2003,4,San Marino Grand Prix,04/20/2003,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,443439.0,117167.0,37.0
112,4,2003,5,Spanish Grand Prix,05/04/2003,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
113,70,2003,6,Austrian Grand Prix,05/18/2003,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
114,6,2003,7,Monaco Grand Prix,06/01/2003,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
115,7,2003,8,Canadian Grand Prix,06/15/2003,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
116,20,2003,9,European Grand Prix,06/29/2003,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
117,8,2003,10,French Grand Prix,07/06/2003,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,468642.0,316361.0,228.0
118,9,2003,11,British Grand Prix,07/20/2003,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
119,10,2003,12,German Grand Prix,08/03/2003,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
120,11,2003,13,Hungarian Grand Prix,08/24/2003,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
121,14,2003,14,Italian Grand Prix,09/14/2003,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
122,19,2003,15,United States Grand Prix,09/28/2003,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39795.0,-862347.0,223.0
123,22,2003,16,Japanese Grand Prix,10/12/2003,suzuka,Suzuka Circuit,Suzuka,Japan,348431.0,136541.0,45.0
124,1,2002,1,Australian Grand Prix,03/03/2002,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-378497.0,144968.0,10.0
125,2,2002,2,Malaysian Grand Prix,03/17/2002,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,276083.0,101738.0,18.0
126,18,2002,3,Brazilian Grand Prix,03/31/2002,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
127,21,2002,4,San Marino Grand Prix,04/14/2002,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,443439.0,117167.0,37.0
128,4,2002,5,Spanish Grand Prix,04/28/2002,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
129,70,2002,6,Austrian Grand Prix,05/12/2002,red_bull_ring,Red Bull Ring,Spielberg,Austria,472197.0,147647.0,678.0
130,6,2002,7,Monaco Grand Prix,05/26/2002,monaco,Circuit de Monaco,Monte-Carlo,Monaco,437347.0,742056.0,7.0
131,7,2002,8,Canadian Grand Prix,06/09/2002,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-735228.0,13.0
132,20,2002,9,European Grand Prix,06/23/2002,nurburgring,Nürburgring,Nürburg,Germany,503356.0,69475.0,578.0
133,9,2002,10,British Grand Prix,07/07/2002,silverstone,Silverstone Circuit,Silverstone,UK,520786.0,-101694.0,153.0
134,8,2002,11,French Grand Prix,07/21/2002,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,468642.0,316361.0,228.0
135,10,2002,12,German Grand Prix,07/28/2002,hockenheimring,Hockenheimring,Hockenheim,Germany,493278.0,856583.0,103.0
136,11,2002,13,Hungarian Grand Prix,08/18/2002,hungaroring,Hungaroring,Budapest,Hungary,475789.0,192486.0,264.0
137,13,2002,14,Belgian Grand Prix,09/01/2002,spa,Circuit de Spa-Francorchamps,Spa,Belgium,504372.0,597139.0,401.0
138,14,2002,15,Italian Grand Prix,09/15/2002,monza,Autodromo Nazionale di Monza,Monza,Italy,456156.0,928111.0,162.0
139,19,2002,16,United States Grand Prix,09/29/2002,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,39795.0,-862347.0,223.0
140,22,2002,17,Japanese Grand Prix,10/13/2002,suzuka,Suzuka Circuit,Suzuka,Japan,348431.0,136541.0,45.0
141,1,2001,1,Australian Grand Prix,03/04/2001,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-378497.0,144968.0,10.0
142,2,2001,2,Malaysian Grand Prix,03/18/2001,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,276083.0,101738.0,18.0
143,18,2001,3,Brazilian Grand Prix,04/01/2001,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-237036.0,-466997.0,785.0
144,21,2001,4,San Marino Grand Prix,04/15/2001,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,443439.0,117167.0,37.0
145,4,2001,5,Spanish Grand Prix,04/29/2001,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,226111.0,109.0
